Q,Pgen,Ppost
0.35455492,1.684083061661035e-11,5.97099937539145e-12
1.3710495,6.965888761615505e-12,9.550578466346974e-12
24.097939,1.736543660143149e-17,4.184712238998447e-16
3.0087345,2.1154937432752937e-20,6.364958935134054e-20
0.2508829,3.0579989149527836e-17,7.671996170228635e-18
3.4515464,3.6545518649101774e-11,1.2613855444728597e-10
2.9881005,7.2328305229714465e-12,2.1612424709811733e-11
1.1563386,6.9124361679420276e-18,7.99311657095022e-18
0.5857348,7.276648260822261e-19,4.262186001685387e-19
1.1002723,3.186846499577961e-11,3.5063989210151653e-11
3.6327116,9.769171223435401e-17,3.5488582103873373e-16
1.5157645,8.125518041308389e-10,1.2316371586920563e-09
0.5415604,5.35994229687555e-13,2.902732555661585e-13
0.66264075,5.354708765850557e-13,3.548248234820433e-13
1.4903735,8.771113804397534e-16,1.307223551150237e-15
0.92829037,6.895079363014564e-11,6.4006357532589e-11
0.5441092,4.563383129771199e-12,2.482978859364289e-12
1.9718434,7.873983359920185e-11,1.5526261819611828e-10
0.49801162,2.4436241811868776e-10,1.2169532343402735e-10
0.2097644,5.853682911547089e-13,1.2278943193506726e-13
0.204384,6.134592092520494e-11,1.2538124647734323e-11
0.72316176,6.153537623096153e-13,4.4500030792366825e-13
0.22363102,1.8173633096821445e-15,4.064188185796914e-16
1.3975693,3.548476438364799e-09,4.9592417275758144e-09
0.42346925,1.0296784856336767e-11,4.360371713507185e-12
0.8731448,7.416238237009652e-10,6.475449892486449e-10
1.0914135,3.2966281322771085e-12,3.5979844412058747e-12
1.2638808,3.076941084837077e-10,3.888886910271733e-10
0.23032644,3.7518539011795444e-14,8.641511671307915e-15
1.2211334,1.9134929431052476e-09,2.3366300503527405e-09
0.1445192,2.651361707599969e-17,3.831726595316938e-18
0.32725316,7.500991138987785e-16,2.454723074825115e-16
0.25453252,6.163841756151037e-17,1.5688981504353473e-17
0.30501708,1.2012801639381403e-17,3.664109725312468e-18
3.634363,3.6291091774016636e-12,1.3189499885118265e-11
5.13957,3.0283255560617045e-12,1.5564291893476888e-11
3.0525029,2.9347995500082494e-20,8.958484050917475e-20
24.448496,3.5336543734934696e-17,8.63925343382284e-16
31.959688,4.902037706830704e-22,1.5666759658948808e-20
0.57637024,4.5833127924156974e-15,2.641685090758028e-15
1.7220243,3.8369984713452104e-17,6.607404689429996e-17
0.7862987,1.908917397025306e-10,1.5009792528492406e-10
0.3694447,1.3290685599629218e-12,4.910173328834856e-13
0.8771162,1.3933923811689978e-09,1.2221670350893918e-09
0.3766249,5.666723382983996e-11,2.134229195578109e-11
2.8058195,7.343713969974198e-16,2.060513594319404e-15
1.5718726,6.226754643781207e-11,9.787664961496239e-11
20.22566,2.7175940572005033e-19,5.4965134299721144e-18
1.2736591,2.5724969511156506e-12,3.2764841774138824e-12
2.1212354,1.9023388959511658e-10,4.0353085530282243e-10
2.211816,6.442515369266934e-09,1.4249659040840879e-08
3.4728825,1.8084272313955482e-10,6.280455301131667e-10
2.0350156,3.497581602855325e-10,7.117633064758767e-10
2.748052,1.7674024320467124e-12,4.856913579266475e-12
2.444789,1.6193402236821538e-10,3.9589450572964803e-10
0.98773324,1.4819307154559794e-11,1.463752234288289e-11
4.7379975,9.979227459765505e-21,4.728155507454655e-20
10.183344,2.4062846643037628e-14,2.4504024227411483e-13
3.0837,2.699061287025209e-16,8.323095133269282e-16
0.56051415,1.0708590781782895e-12,6.002316681701682e-13
2.816802,3.3943766206040205e-13,9.561286937991402e-13
45.461494,5.940644541660903e-19,2.7007057883519388e-17
3.9046571,1.1898391250513875e-18,4.645913817798486e-18
2.9575143,6.609952292662635e-12,1.954902833560092e-11
5.7635136,6.990336308007283e-16,4.028889813555572e-15
8.090346,2.3457929699953186e-18,1.8978277560671802e-17
0.1386088,3.390405682487215e-15,4.699400576860978e-16
15.957892,3.7849404891680954e-16,6.039967313432747e-15
1.0988948,2.2039864586071993e-12,2.4219493347120247e-12
1.0595883,9.798466353222654e-11,1.0382340434204974e-10
0.7730197,2.4510065924949743e-10,1.8946763108280443e-10
3.5855944,2.9719001379731187e-09,1.0656028538629486e-08
1.701104,8.246151009798401e-09,1.402756083774175e-08
3.0642707,2.5199717353225214e-13,7.721875641039182e-13
0.82393944,1.3074516434707277e-14,1.0772609783929403e-14
1.8165663,3.5492608964323657e-16,6.447467905000619e-16
3.7406235,2.2597340815177084e-22,8.452814350596609e-22
1.8909993,1.166385334039198e-12,2.2056338702242804e-12
0.5416658,1.0343271052277473e-19,5.602596111214343e-20
0.6980731,4.123383583085444e-08,2.878423115482581e-08
4.884393,8.280375496323972e-10,4.044460989338292e-09
4.0908117,3.2938655897858615e-09,1.3474583989865662e-08
1.6057432,1.1665170467275627e-11,1.8731267802200237e-11
6.8320627,1.9626446704948973e-09,1.3408911488352969e-08
8.451505,4.216074273030444e-10,3.5632171564996796e-09
3.9029486,1.8125398555712653e-09,7.074249924254302e-09
2.1948032,8.425828883844463e-09,1.849303651637989e-08
2.1665952,1.1282412212089082e-12,2.4444420375165376e-12
1.8660877,1.0317224999123577e-09,1.925284641204245e-09
4.218543,6.390406772660732e-11,2.695820609456459e-10
1.9172201,1.0037717726607542e-13,1.9244514340785217e-13
1.3576689,8.498017543333949e-10,1.1537493931792768e-09
2.0115528,2.2928799790799755e-15,4.612249166444877e-15
1.5378145,1.68446367845417e-09,2.5903926659931233e-09
0.5726671,1.3515612903236464e-10,7.739947141838025e-11
1.259327,2.5814828086604587e-11,3.250931140443312e-11
2.3126736,4.913903050322574e-11,1.136425370376105e-10
0.4657087,1.0153142616874388e-10,4.728406877474957e-11
0.35971266,5.9408344055666335e-12,2.1369933485033097e-12
1.4272627,4.682880877916963e-12,6.683701036267004e-12
3.45052,4.1617714137603614e-15,1.436027565927249e-14
0.8325851,1.958541976190376e-12,1.630652859970106e-12
2.228991,2.670951429187512e-09,5.953526781622976e-09
0.57254386,1.767237721840716e-12,1.0118211058845276e-12
2.1562645,2.5838045538996505e-14,5.571366146993757e-14
1.7343475,3.666429749806706e-16,6.358863133576818e-16
1.0504904,1.1657694859643899e-11,1.2246296295261468e-11
0.38699862,1.4966921429669707e-12,5.792177992954348e-13
3.9216962,7.531066523745693e-09,2.9534554863180356e-08
5.927332,8.103807934666345e-09,4.803395948066566e-08
1.4633512,2.2544858657117607e-11,3.299104709008623e-11
3.7664714,9.222956071594861e-08,3.473800013758945e-07
9.311369,8.864097738278099e-11,8.253688438136638e-10
6.4111476,2.179901660185084e-12,1.3975671284837313e-11
1.7496632,4.038653135429536e-09,7.066282904958567e-09
4.1850705,2.7407725082743162e-14,1.1470326211821522e-13
1.0630839,2.6948544367179724e-13,2.8648563297554155e-13
2.2853336,2.699084414590891e-10,6.168308392111991e-10
2.8100245,1.8280426865268595e-12,5.136844735991039e-12
1.9686588,7.043317788701038e-20,1.386588958038927e-19
1.5111263,9.654564434049107e-11,1.4589266036612662e-10
0.804323,4.8232731597041026e-12,3.879469622508778e-12
2.1355085,2.0542694703266125e-11,4.3869099917817826e-11
1.1164708,1.338837415268965e-14,1.4947728985059224e-14
6.4890885,2.3490782305476773e-20,1.5243376614390505e-19
3.5848837,4.651617840152307e-10,1.6675508926718564e-09
5.8150163,2.0509715558701076e-12,1.1926432966043451e-11
3.1871185,2.724521678671156e-10,8.683373528224533e-10
1.3973299,5.388781967798476e-12,7.529906310938706e-12
0.68441224,5.138639758560915e-16,3.5169479527561654e-16
1.9329069,1.7791820692851566e-15,3.43899323771633e-15
4.836052,2.917137005468944e-11,1.4107426077221716e-10
0.91840243,4.001341605707899e-08,3.6748418675283346e-08
0.96290505,1.1087772098135077e-15,1.0676471739048422e-15
0.50700235,4.0778467808884816e-17,2.0674779158088055e-17
1.652693,3.4281994256139925e-10,5.66576130719551e-10
0.8379257,3.800418307825176e-20,3.184468066484022e-20
0.7329472,2.058462855075888e-12,1.5087445256897389e-12
3.6891568,2.820841415086831e-13,1.0406526205555977e-12
2.7573645,1.3754780751419546e-12,3.79269443072882e-12
1.9386504,8.042579553348264e-10,1.5591749823991217e-09
1.3710376,4.248655586701842e-12,5.825066569119668e-12
3.6646037,2.3589023042465235e-17,8.64444213608113e-17
2.8110058,9.56915852578579e-12,2.689896041149627e-11
3.7449756,1.0937811283435818e-12,4.096183601143666e-12
6.426547,2.848934280862038e-14,1.8308810199674106e-13
1.0372111,1.3107164636486151e-14,1.3594896133072297e-14
0.7179641,3.017230591084841e-10,2.1662632843164443e-10
3.887146,3.708103384202589e-12,1.441393922300478e-11
0.73517936,1.0510621710118387e-18,7.727192191249725e-19
5.6077995,1.134823932298609e-13,6.363865114210138e-13
5.3988986,3.0835501850894837e-10,1.6647774782033299e-09
0.7752652,2.6842873978099e-09,2.0810346514901295e-09
0.3629551,1.65480896335491e-11,6.006213418268126e-12
3.3982139,1.945644984175659e-08,6.611717758427482e-08
0.29251486,3.5047396366480137e-12,1.0251884263586546e-12
0.6821591,1.32515879369879e-10,9.03969164262244e-11
2.0768387,1.167382715681028e-15,2.4244656387202398e-15
3.3870282,1.671452489679613e-08,5.661256746447385e-08
5.9344482,1.7203499616703702e-10,1.0209327805982061e-09
2.1399965,6.242145494349082e-10,1.3358169689082268e-09
2.706782,7.879238363150412e-13,2.1327381383375395e-12
1.2421619,2.360158950692878e-14,2.931699455696386e-14
3.6677418,1.061481876536186e-15,3.8932414225213784e-15
3.372026,1.7554772942907175e-08,5.9195150202027545e-08
4.7372975,0.0,0.0
0.26349264,4.702537177899055e-22,1.239083953728351e-22
1.0510616,6.428052016610871e-21,6.756278831904545e-21
4.300852,1.9416211729043614e-15,8.3506249589242e-15
1.7705226,6.078732458949979e-10,1.076253316419912e-09
2.610785,6.506209046499324e-12,1.6986313034110407e-11
1.5640396,7.19290818792172e-10,1.1249993158575841e-09
4.7848506,1.974954498830136e-10,9.449862213528839e-10
8.461589,8.887920721094548e-14,7.520593095824927e-13
3.6256444,5.548929976053719e-11,2.0118447145699878e-10
1.377282,2.2544265455866865e-11,3.104981154379645e-11
